"subject","stateabb","grade","year","icc","nschools","nstudents"
"mth","AK",3,2009,0.1697,150,8480
"mth","AK",3,2010,0.1894,150,8400
"mth","AK",3,2011,0.1442,160,8220
"mth","AK",3,2012,0.2104,160,8470
"mth","AK",3,2013,0.1749,150,8260
"mth","AK",3,2014,0.2259,150,8270
"mth","AK",3,2015,0.1957,150,7840
"mth","AK",4,2009,0.1841,150,8340
"mth","AK",4,2010,0.1435,150,8500
"mth","AK",4,2011,0.166,150,8350
"mth","AK",4,2012,0.1422,150,8200
"mth","AK",4,2013,0.1855,150,7870
"mth","AK",4,2014,0.2042,150,8070
"mth","AK",4,2015,0.2544,140,7330
"mth","AK",5,2009,0.1294,150,8000
"mth","AK",5,2010,0.1419,150,8360
"mth","AK",5,2011,0.1214,160,8470
"mth","AK",5,2012,0.1627,150,8340
"mth","AK",5,2013,0.153,150,7740
"mth","AK",5,2014,0.1826,150,7750
"mth","AK",5,2015,0.1864,140,7110
"mth","AK",6,2009,0.1566,130,7990
"mth","AK",6,2010,0.1656,120,7980
"mth","AK",6,2011,0.1608,120,8360
"mth","AK",6,2012,0.1612,120,8330
"mth","AK",6,2013,0.1884,110,7820
"mth","AK",6,2014,0.1713,120,7700
"mth","AK",6,2015,0.2188,110,6930
"mth","AK",7,2009,0.1495,70,8240
"mth","AK",7,2010,0.1536,70,8220
"mth","AK",7,2011,0.1296,70,8090
"mth","AK",7,2012,0.1674,70,8440
"mth","AK",7,2013,0.1228,60,7850
"mth","AK",7,2014,0.2215,70,8100
"mth","AK",7,2015,0.1723,60,6860
"mth","AK",8,2009,0.1131,70,8200
"mth","AK",8,2010,0.1301,70,8240
"mth","AK",8,2011,0.1908,60,8050
"mth","AK",8,2012,0.1362,70,7900
"mth","AK",8,2013,0.1269,60,7920
"mth","AK",8,2014,0.1633,60,7790
"mth","AK",8,2015,0.1665,60,7140
"mth","AL",3,2009,0.1804,710,58540
"mth","AL",3,2010,0.1625,700,57600
"mth","AL",3,2011,0.1748,700,55770
"mth","AL",3,2012,0.2017,690,55110
"mth","AL",3,2013,0.2231,680,55020
"mth","AL",3,2014,0.1854,530,45010
"mth","AL",3,2015,0.195,680,55200
"mth","AL",3,2016,0.202,660,56570
"mth","AL",3,2017,0.1937,660,57150
"mth","AL",3,2018,0.1939,660,56550
"mth","AL",3,2019,0.1862,660,54680
"mth","AL",4,2009,0.1799,710,57970
"mth","AL",4,2010,0.1774,700,58530
"mth","AL",4,2011,0.1754,690,57540
"mth","AL",4,2012,0.2056,680,55590
"mth","AL",4,2013,0.2246,680,55040
"mth","AL",4,2014,0.1695,540,46070
"mth","AL",4,2015,0.1874,670,54490
"mth","AL",4,2016,0.2136,660,54540
"mth","AL",4,2017,0.2113,650,56630
"mth","AL",4,2018,0.2077,660,57710
"mth","AL",4,2019,0.1937,660,56800
"mth","AL",5,2009,0.2102,690,57180
"mth","AL",5,2010,0.2083,690,57610
"mth","AL",5,2011,0.2044,680,57850
"mth","AL",5,2012,0.2228,660,57340
"mth","AL",5,2013,0.2357,660,55500
"mth","AL",5,2014,0.2096,500,43870
"mth","AL",5,2015,0.1956,650,54340
"mth","AL",5,2016,0.2138,630,53460
"mth","AL",5,2017,0.2184,640,54730
"mth","AL",5,2018,0.2151,640,57120
"mth","AL",5,2019,0.208,640,57900
"mth","AL",6,2009,0.2262,520,56390
"mth","AL",6,2010,0.2165,520,56930
"mth","AL",6,2011,0.2208,510,57190
"mth","AL",6,2012,0.219,490,57970
"mth","AL",6,2013,0.2312,490,57280
"mth","AL",6,2014,0.2198,400,46810
"mth","AL",6,2015,0.1989,480,53750
"mth","AL",6,2016,0.2054,470,53360
"mth","AL",6,2017,0.1985,470,53260
"mth","AL",6,2018,0.2288,470,54730
"mth","AL",6,2019,0.2127,460,56820
"mth","AL",7,2009,0.2041,440,56520
"mth","AL",7,2010,0.231,440,56640
"mth","AL",7,2011,0.2333,440,57280
"mth","AL",7,2012,0.2316,430,57850
"mth","AL",7,2013,0.2284,430,58290
"mth","AL",7,2014,0.1913,340,48270
"mth","AL",7,2015,0.1757,420,54960
"mth","AL",7,2016,0.209,400,53310
"mth","AL",7,2017,0.2002,400,52360
"mth","AL",7,2018,0.2196,410,53650
"mth","AL",7,2019,0.2081,410,54500
"mth","AL",8,2009,0.2091,450,56450
"mth","AL",8,2010,0.2199,440,55520
"mth","AL",8,2011,0.2421,440,55960
"mth","AL",8,2012,0.2493,430,56620
"mth","AL",8,2013,0.2261,430,56570
"mth","AL",8,2014,0.2103,370,51220
"mth","AL",8,2015,0.2182,410,56000
"mth","AL",8,2016,0.2407,400,53410
"mth","AL",8,2017,0.2229,400,52270
"mth","AL",8,2018,0.2339,410,53490
"mth","AL",8,2019,0.226,400,53760
"mth","AR",3,2009,0.1976,470,35430
"mth","AR",3,2010,0.1872,470,36160
"mth","AR",3,2011,0.1623,470,36220
"mth","AR",3,2012,0.1822,470,35810
"mth","AR",3,2013,0.1877,460,35740
"mth","AR",3,2014,0.1906,330,25900
"mth","AR",3,2015,0.1612,440,34440
"mth","AR",3,2016,0.1581,450,37890
"mth","AR",3,2017,0.1629,460,38160
"mth","AR",3,2018,0.1444,460,37300
"mth","AR",3,2019,0.17,460,36270
"mth","AR",4,2009,0.1618,470,35620
"mth","AR",4,2010,0.1624,470,36150
"mth","AR",4,2011,0.15,470,36430
"mth","AR",4,2012,0.1672,460,36000
"mth","AR",4,2013,0.1572,450,35260
"mth","AR",4,2014,0.1528,340,28310
"mth","AR",4,2015,0.1814,450,34760
"mth","AR",4,2016,0.1587,450,35480
"mth","AR",4,2017,0.1691,450,38020
"mth","AR",4,2018,0.1933,460,38230
"mth","AR",4,2019,0.174,450,37450
"mth","AR",5,2009,0.1939,420,35170
"mth","AR",5,2010,0.1765,420,35940
"mth","AR",5,2011,0.1873,420,36050
"mth","AR",5,2012,0.1793,420,36230
"mth","AR",5,2013,0.1794,410,35720
"mth","AR",5,2014,0.1708,330,29810
"mth","AR",5,2015,0.167,400,34330
"mth","AR",5,2016,0.1535,400,35460
"mth","AR",5,2017,0.1712,410,35490
"mth","AR",5,2018,0.2021,400,38170
"mth","AR",5,2019,0.1916,420,38200
"mth","AR",6,2009,0.1578,330,35070
"mth","AR",6,2010,0.156,320,35300
"mth","AR",6,2011,0.1428,330,36040
"mth","AR",6,2012,0.1234,330,36100
"mth","AR",6,2013,0.152,320,36080
"mth","AR",6,2014,0.1249,240,28650
"mth","AR",6,2015,0.1111,310,33790
"mth","AR",6,2016,0.1308,320,35630
"mth","AR",6,2017,0.1469,320,35190
"mth","AR",6,2018,0.1581,320,35680
"mth","AR",6,2019,0.161,320,38340
"mth","AR",7,2009,0.1448,290,35520
"mth","AR",7,2010,0.1544,290,36200
"mth","AR",7,2011,0.1335,290,35760
"mth","AR",7,2012,0.1428,290,36220
"mth","AR",7,2013,0.1163,280,35770
"mth","AR",7,2014,0.1217,210,27330
"mth","AR",7,2015,0.101,270,34020
"mth","AR",7,2016,0.1125,280,35720
"mth","AR",7,2017,0.13,280,35300
"mth","AR",7,2018,0.1482,290,35760
"mth","AR",7,2019,0.1666,290,35910
"mth","AR",8,2011,0.1382,280,35460
"mth","AR",8,2012,0.1366,290,35630
"mth","AR",8,2013,0.1342,280,35480
"mth","AR",8,2014,0.1138,200,28490
"mth","AR",8,2016,0.1542,280,36280
"mth","AR",8,2017,0.1473,280,35580
"mth","AR",8,2018,0.1581,280,35660
"mth","AR",8,2019,0.1675,280,35760
"mth","AZ",3,2009,0.2042,990,82220
"mth","AZ",3,2010,0.196,1010,82250
"mth","AZ",3,2011,0.1911,1020,81180
"mth","AZ",3,2012,0.184,1020,82420
"mth","AZ",3,2013,0.2046,1020,82020
"mth","AZ",3,2014,0.2009,1000,82460
"mth","AZ",3,2015,0.2074,1000,82960
"mth","AZ",3,2016,0.2318,950,79830
"mth","AZ",3,2017,0.238,910,76250
"mth","AZ",3,2018,0.2349,570,47280
"mth","AZ",3,2019,0.2481,1080,81170
"mth","AZ",4,2009,0.2014,1000,81960
"mth","AZ",4,2010,0.2025,1000,81790
"mth","AZ",4,2011,0.1991,1000,81420
"mth","AZ",4,2012,0.19,1020,81480
"mth","AZ",4,2013,0.1782,1000,81920
"mth","AZ",4,2014,0.2093,1010,82260
"mth","AZ",4,2015,0.2097,1000,81710
"mth","AZ",4,2016,0.2494,960,78810
"mth","AZ",4,2017,0.2421,940,77690
"mth","AZ",4,2018,0.233,630,52290
"mth","AZ",4,2019,0.2565,1070,84740
"mth","AZ",5,2009,0.2067,980,80400
"mth","AZ",5,2010,0.22,1000,81480
"mth","AZ",5,2011,0.1931,1000,81150
"mth","AZ",5,2012,0.1993,1010,81740
"mth","AZ",5,2013,0.1901,1000,81040
"mth","AZ",5,2014,0.1984,990,82180
"mth","AZ",5,2015,0.2446,1010,81940
"mth","AZ",5,2016,0.2419,960,78810
"mth","AZ",5,2017,0.2496,930,77120
"mth","AZ",5,2018,0.2428,620,53100
"mth","AZ",5,2019,0.2822,1070,87990
"mth","AZ",6,2009,0.2202,810,79980
"mth","AZ",6,2010,0.2235,820,79700
"mth","AZ",6,2011,0.2042,840,80740
"mth","AZ",6,2012,0.1984,850,81290
"mth","AZ",6,2013,0.1976,850,81030
"mth","AZ",6,2014,0.2081,850,81370
"mth","AZ",6,2015,0.2509,840,80580
"mth","AZ",6,2016,0.2701,800,76600
"mth","AZ",6,2017,0.2592,780,74730
"mth","AZ",6,2018,0.2669,540,52080
"mth","AZ",6,2019,0.2674,910,87590
"mth","AZ",7,2009,0.2015,590,80300
"mth","AZ",7,2010,0.2174,590,79300
"mth","AZ",7,2011,0.2085,600,79420
"mth","AZ",7,2012,0.2237,620,80830
"mth","AZ",7,2013,0.2135,620,81460
"mth","AZ",7,2014,0.212,610,81310
"mth","AZ",7,2015,0.2338,610,78660
"mth","AZ",7,2016,0.2245,550,74350
"mth","AZ",7,2017,0.2864,520,68550
"mth","AZ",7,2018,0.277,370,45400
"mth","AZ",7,2019,0.2695,680,86080
"mth","AZ",8,2009,0.2389,580,78680
"mth","AZ",8,2010,0.2325,600,79530
"mth","AZ",8,2011,0.2448,600,78350
"mth","AZ",8,2012,0.2284,610,79210
"mth","AZ",8,2013,0.2295,590,80070
"mth","AZ",8,2014,0.2395,600,80750
"mth","AZ",8,2015,0.2608,570,77710
"mth","CA",3,2009,0.1704,5300,459890
"mth","CA",3,2010,0.1694,5310,454440
"mth","CA",3,2011,0.1562,5340,453380
"mth","CA",3,2012,0.1666,5370,459960
"mth","CA",3,2013,0.184,5290,456310
"mth","CA",3,2015,0.2699,5060,441480
"mth","CA",3,2016,0.2559,4800,410940
"mth","CA",3,2017,0.2377,5120,428630
"mth","CA",3,2018,0.2383,5180,413890
"mth","CA",3,2019,0.2262,5220,421960
"mth","CA",4,2009,0.1831,5290,454840
"mth","CA",4,2010,0.1787,5290,460520
"mth","CA",4,2011,0.169,5330,455910
"mth","CA",4,2012,0.1756,5330,453760
"mth","CA",4,2013,0.1862,5320,455620
"mth","CA",4,2015,0.2935,5050,432330
"mth","CA",4,2016,0.2732,4890,433210
"mth","CA",4,2017,0.2634,5150,437080
"mth","CA",4,2018,0.2521,5220,434710
"mth","CA",4,2019,0.2448,5210,415660
"mth","CA",5,2009,0.199,5270,458070
"mth","CA",5,2010,0.2,5290,455890
"mth","CA",5,2011,0.1947,5320,462180
"mth","CA",5,2012,0.1965,5350,456800
"mth","CA",5,2013,0.2116,5300,450460
"mth","CA",5,2015,0.3109,5030,429370
"mth","CA",5,2016,0.2993,4960,429900
"mth","CA",5,2017,0.2819,5200,453570
"mth","CA",5,2018,0.275,5250,440540
"mth","CA",5,2019,0.2622,5280,435380
"mth","CA",6,2009,0.1922,3610,458580
"mth","CA",6,2010,0.188,3650,456310
"mth","CA",6,2011,0.1902,3750,454900
"mth","CA",6,2012,0.1929,3800,460430
"mth","CA",6,2013,0.1942,3780,452020
"mth","CA",6,2015,0.2556,3620,429170
"mth","CA",6,2016,0.257,3580,434360
"mth","CA",6,2017,0.248,3680,445160
"mth","CA",6,2018,0.2383,3680,452610
"mth","CA",6,2019,0.2305,3700,436200
"mth","CA",7,2015,0.2434,2120,423070
"mth","CA",7,2016,0.2424,2060,430100
"mth","CA",7,2017,0.2419,2150,438350
"mth","CA",7,2018,0.241,2190,442380
"mth","CA",7,2019,0.2399,2240,448040
"mth","CA",8,2015,0.2576,2060,419210
"mth","CA",8,2016,0.2504,1960,413450
"mth","CA",8,2017,0.2473,2060,421000
"mth","CA",8,2018,0.2482,2100,426310
"mth","CA",8,2019,0.2445,2130,424790
"mth","CO",3,2012,0.2289,920,63900
"mth","CO",3,2013,0.2217,920,63720
"mth","CO",3,2014,0.206,930,64370
"mth","CO",3,2015,0.2253,690,47610
"mth","CO",3,2016,0.2399,720,51190
"mth","CO",3,2017,0.2316,790,54520
"mth","CO",3,2018,0.2239,840,56800
"mth","CO",3,2019,0.2118,820,53350
"mth","CO",4,2012,0.2146,920,62600
"mth","CO",4,2013,0.2185,920,63610
"mth","CO",4,2014,0.2149,920,63660
"mth","CO",4,2015,0.2179,660,45210
"mth","CO",4,2016,0.2749,700,47670
"mth","CO",4,2017,0.2297,710,49520
"mth","CO",4,2018,0.2474,800,55160
"mth","CO",4,2019,0.2467,790,53500
"mth","CO",5,2012,0.2253,910,61990
"mth","CO",5,2013,0.2214,910,62680
"mth","CO",5,2014,0.2266,920,63880
"mth","CO",5,2015,0.2283,670,45550
"mth","CO",5,2016,0.2548,680,45200
"mth","CO",5,2017,0.2515,660,44840
"mth","CO",5,2018,0.2404,740,51040
"mth","CO",5,2019,0.2252,800,54030
"mth","CO",6,2012,0.2107,540,61040
"mth","CO",6,2013,0.2145,560,61640
"mth","CO",6,2014,0.2188,560,62690
"mth","CO",6,2018,0.2432,400,42930
"mth","CO",6,2019,0.2282,390,47200
"mth","CO",7,2012,0.2243,430,59980
"mth","CO",7,2013,0.2147,430,61070
"mth","CO",7,2014,0.2299,440,62400
"mth","CO",8,2012,0.2304,420,58800
"mth","CO",8,2013,0.2215,420,59470
"mth","CO",8,2014,0.2242,430,60860
"mth","CT",3,2009,0.2628,580,41350
"mth","CT",3,2010,0.253,580,40900
"mth","CT",3,2011,0.2474,560,39660
"mth","CT",3,2012,0.2871,550,40390
"mth","CT",3,2013,0.2717,530,37840
"mth","CT",3,2015,0.3039,530,36880
"mth","CT",3,2016,0.289,540,37810
"mth","CT",3,2017,0.2663,540,37180
"mth","CT",3,2018,0.2767,550,36860
"mth","CT",3,2019,0.2839,540,35630
"mth","CT",4,2009,0.2623,570,41490
"mth","CT",4,2010,0.2718,570,41120
"mth","CT",4,2011,0.2774,550,40640
"mth","CT",4,2012,0.2875,540,39530
"mth","CT",4,2013,0.2778,520,38870
"mth","CT",4,2015,0.335,530,37580
"mth","CT",4,2016,0.3269,520,36470
"mth","CT",4,2017,0.3112,540,38160
"mth","CT",4,2018,0.3043,540,37710
"mth","CT",4,2019,0.3065,540,37200
"mth","CT",5,2009,0.2522,540,42020
"mth","CT",5,2010,0.2679,540,41450
"mth","CT",5,2011,0.2853,500,40890
"mth","CT",5,2012,0.2978,510,40580
"mth","CT",5,2013,0.2992,480,38310
"mth","CT",5,2015,0.3379,490,37830
"mth","CT",5,2016,0.3578,500,37320
"mth","CT",5,2017,0.3231,500,37410
"mth","CT",5,2018,0.3057,500,38520
"mth","CT",5,2019,0.2981,490,37510
"mth","CT",6,2009,0.3025,330,41690
"mth","CT",6,2010,0.2867,340,42050
"mth","CT",6,2011,0.298,340,41280
"mth","CT",6,2012,0.3265,330,40740
"mth","CT",6,2013,0.2875,320,38780
"mth","CT",6,2015,0.3052,310,36880
"mth","CT",6,2016,0.3454,300,36710
"mth","CT",6,2017,0.334,310,36830
"mth","CT",6,2018,0.2987,320,37520
"mth","CT",6,2019,0.3032,320,38530
"mth","CT",7,2009,0.281,270,42630
"mth","CT",7,2010,0.319,270,41850
"mth","CT",7,2011,0.303,270,41950
"mth","CT",7,2012,0.3195,280,41310
"mth","CT",7,2013,0.302,260,38660
"mth","CT",7,2015,0.2941,260,35950
"mth","CT",7,2016,0.3046,260,37090
"mth","CT",7,2017,0.3207,260,35970
"mth","CT",7,2018,0.3048,270,36980
"mth","CT",7,2019,0.2868,270,36390
"mth","CT",8,2009,0.3126,260,42500
"mth","CT",8,2010,0.3019,270,42620
"mth","CT",8,2011,0.3367,270,41480
"mth","CT",8,2012,0.3508,280,41640
"mth","CT",8,2013,0.2976,260,39140
"mth","CT",8,2015,0.335,240,34780
"mth","CT",8,2016,0.3246,250,35680
"mth","CT",8,2017,0.3139,250,34960
"mth","CT",8,2018,0.3279,260,36330
"mth","CT",8,2019,0.3341,260,35440
"mth","DC",3,2009,0.3069,110,4840
"mth","DC",3,2010,0.3059,110,4660
"mth","DC",3,2011,0.2892,110,4700
"mth","DC",3,2012,0.2955,110,4490
"mth","DC",3,2013,0.3106,110,4770
"mth","DC",3,2014,0.2574,110,5280
"mth","DC",3,2015,0.2807,100,5080
"mth","DC",3,2016,0.2785,100,5470
"mth","DC",3,2017,0.284,60,3520
"mth","DC",3,2018,0.2669,110,5720
"mth","DC",4,2009,0.2958,110,4400
"mth","DC",4,2010,0.2589,110,4580
"mth","DC",4,2011,0.3173,110,4760
"mth","DC",4,2012,0.2991,110,4310
"mth","DC",4,2013,0.3162,100,4360
"mth","DC",4,2014,0.3153,110,4620
"mth","DC",4,2015,0.2796,100,4580
"mth","DC",4,2016,0.2857,100,4740
"mth","DC",4,2017,0.2612,80,4110
"mth","DC",4,2018,0.2707,110,5760
"mth","DC",5,2009,0.3341,100,4400
"mth","DC",5,2010,0.2966,100,4140
"mth","DC",5,2011,0.2635,100,4540
"mth","DC",5,2012,0.295,110,4550
"mth","DC",5,2013,0.2832,110,4360
"mth","DC",5,2014,0.2773,100,4370
"mth","DC",5,2015,0.2665,100,4290
"mth","DC",5,2016,0.2699,100,4330
"mth","DC",5,2017,0.2865,70,3320
"mth","DC",5,2018,0.2067,110,5590
"mth","DC",6,2009,0.3383,80,4300
"mth","DC",6,2010,0.2545,70,4050
"mth","DC",6,2011,0.2522,80,4310
"mth","DC",6,2012,0.2373,70,4400
"mth","DC",6,2013,0.2585,70,4460
"mth","DC",6,2014,0.2241,60,4180
"mth","DC",6,2015,0.1781,60,3910
"mth","DC",6,2016,0.1969,50,3750
"mth","DC",6,2018,0.2201,70,4840
"mth","DC",7,2009,0.331,60,4410
"mth","DC",7,2010,0.2922,60,3910
"mth","DC",7,2011,0.3166,60,4340
"mth","DC",7,2012,0.258,70,4280
"mth","DC",7,2013,0.244,60,4400
"mth","DC",7,2014,0.2512,60,4330
"mth","DC",7,2018,0.2212,60,4310
"mth","DC",8,2009,0.3743,50,4370
"mth","DC",8,2010,0.3179,60,4130
"mth","DC",8,2011,0.3204,60,4220
"mth","DC",8,2012,0.3168,60,4170
"mth","DC",8,2013,0.3016,60,3840
"mth","DC",8,2014,0.3158,60,4000
"mth","DE",3,2009,0.2092,100,9500
"mth","DE",3,2010,0.2191,110,9650
"mth","DE",3,2011,0.2469,110,9640
"mth","DE",3,2012,0.2574,110,10170
"mth","DE",3,2013,0.2549,110,10010
"mth","DE",3,2014,0.2631,110,10200
"mth","DE",3,2015,0.2116,100,9830
"mth","DE",3,2016,0.1971,110,10240
"mth","DE",3,2017,0.1709,110,10600
"mth","DE",3,2018,0.1968,110,10450
"mth","DE",3,2019,0.2198,110,10280
"mth","DE",4,2009,0.2104,100,9380
"mth","DE",4,2010,0.1932,100,9570
"mth","DE",4,2011,0.2776,100,9640
"mth","DE",4,2012,0.2865,110,9710
"mth","DE",4,2013,0.2584,110,10040
"mth","DE",4,2014,0.2353,110,10000
"mth","DE",4,2015,0.1959,100,9320
"mth","DE",4,2016,0.2337,110,10190
"mth","DE",4,2017,0.1953,100,10440
"mth","DE",4,2018,0.2168,110,10560
"mth","DE",4,2019,0.2175,110,10440
"mth","DE",5,2009,0.2109,90,9090
"mth","DE",5,2010,0.1866,90,9390
"mth","DE",5,2011,0.2026,100,9680
"mth","DE",5,2012,0.2249,100,9850
"mth","DE",5,2013,0.2271,100,9710
"mth","DE",5,2014,0.2166,100,10270
"mth","DE",5,2015,0.2591,100,9590
"mth","DE",5,2016,0.2448,100,10060
"mth","DE",5,2017,0.239,100,10370
"mth","DE",5,2018,0.2236,100,10420
"mth","DE",5,2019,0.2182,100,10530
"mth","DE",6,2009,0.2105,50,9100
"mth","DE",6,2010,0.1798,50,9450
"mth","DE",6,2011,0.2178,50,9530
"mth","DE",6,2012,0.2696,50,9860
"mth","DE",6,2013,0.2101,50,9630
"mth","DE",6,2014,0.2319,50,9960
"mth","DE",6,2015,0.2072,50,8950
"mth","DE",6,2016,0.2131,40,8710
"mth","DE",6,2017,0.2515,50,10220
"mth","DE",6,2018,0.2574,50,10530
"mth","DE",6,2019,0.2362,50,10440
"mth","DE",7,2009,0.1913,40,9360
"mth","DE",7,2010,0.2204,40,9230
"mth","DE",7,2011,0.235,50,9400
"mth","DE",7,2012,0.286,50,9700
"mth","DE",7,2013,0.2879,50,9920
"mth","DE",7,2014,0.1999,50,9920
"mth","DE",7,2015,0.1921,40,8630
"mth","DE",7,2016,0.1936,50,9560
"mth","DE",7,2017,0.2455,50,9980
"mth","DE",7,2018,0.2189,50,10280
"mth","DE",7,2019,0.2233,50,10520
"mth","DE",8,2009,0.3171,50,9650
"mth","DE",8,2010,0.2823,40,9360
"mth","DE",8,2011,0.2852,40,9130
"mth","DE",8,2012,0.3994,50,9500
"mth","DE",8,2013,0.3465,50,9720
"mth","DE",8,2014,0.261,50,9950
"mth","DE",8,2015,0.2546,40,7040
"mth","DE",8,2016,0.2256,40,8630
"mth","DE",8,2017,0.2648,50,8970
"mth","DE",8,2018,0.2121,50,9820
"mth","DE",8,2019,0.244,50,9750
"mth","FL",3,2009,0.1712,1860,201540
"mth","FL",3,2010,0.1556,1930,204150
"mth","FL",3,2011,0.1689,1960,198810
"mth","FL",3,2012,0.1633,1990,199720
"mth","FL",3,2013,0.1596,1990,200600
"mth","FL",3,2015,0.171,2000,209470
"mth","FL",3,2016,0.1849,1870,196460
"mth","FL",3,2017,0.1709,2070,222660
"mth","FL",3,2018,0.1751,2100,217840
"mth","FL",3,2019,0.1767,2090,211200
"mth","FL",4,2009,0.1411,1870,193250
"mth","FL",4,2010,0.1399,1910,195760
"mth","FL",4,2011,0.1589,1950,195260
"mth","FL",4,2012,0.1585,1970,190440
"mth","FL",4,2013,0.1553,1980,189520
"mth","FL",4,2015,0.1822,1970,193290
"mth","FL",4,2016,0.199,1850,188800
"mth","FL",4,2017,0.179,2050,205050
"mth","FL",4,2018,0.1653,2080,212110
"mth","FL",4,2019,0.1723,2100,206730
"mth","FL",5,2009,0.1583,1850,189770
"mth","FL",5,2010,0.1475,1900,195160
"mth","FL",5,2011,0.1592,1940,195110
"mth","FL",5,2012,0.1551,1960,196550
"mth","FL",5,2013,0.1467,1940,187950
"mth","FL",5,2015,0.1848,1990,192530
"mth","FL",5,2016,0.204,1800,175980
"mth","FL",5,2017,0.196,2050,209210
"mth","FL",5,2018,0.1791,2070,208960
"mth","FL",5,2019,0.1888,2100,215250
"mth","FL",6,2009,0.1829,850,193320
"mth","FL",6,2010,0.17,880,192520
"mth","FL",6,2011,0.1896,890,193330
"mth","FL",6,2012,0.1786,930,195220
"mth","FL",6,2013,0.1735,920,189540
"mth","FL",6,2015,0.2326,910,172520
"mth","FL",6,2016,0.2614,860,160850
"mth","FL",6,2017,0.2774,1010,189260
"mth","FL",6,2018,0.2793,1040,195120
"mth","FL",6,2019,0.2838,1060,190740
"mth","FL",7,2009,0.1667,760,189470
"mth","FL",7,2010,0.1704,800,194830
"mth","FL",7,2011,0.1787,820,189720
"mth","FL",7,2012,0.1702,830,194090
"mth","FL",7,2013,0.17,820,189200
"mth","FL",8,2009,0.1757,760,190990
"mth","FL",8,2010,0.1812,800,190780
"mth","FL",8,2011,0.2045,800,191160
"mth","FL",8,2012,0.1841,820,190070
"mth","GA",3,2009,0.1715,1210,129610
"mth","GA",3,2010,0.1957,1230,131020
"mth","GA",3,2011,0.1787,1250,128280
"mth","GA",3,2012,0.1995,1250,127370
"mth","GA",3,2013,0.1886,1240,127970
"mth","GA",3,2014,0.2061,1240,129830
"mth","GA",3,2015,0.2097,1230,132020
"mth","GA",3,2016,0.2228,1230,136080
"mth","GA",3,2017,0.2263,1230,136460
"mth","GA",3,2018,0.2306,1240,133960
"mth","GA",3,2019,0.208,1230,128390
"mth","GA",4,2009,0.184,1210,125830
"mth","GA",4,2010,0.192,1230,128830
"mth","GA",4,2011,0.2009,1240,129800
"mth","GA",4,2012,0.2044,1250,127180
"mth","GA",4,2013,0.223,1230,126700
"mth","GA",4,2014,0.2273,1230,127850
"mth","GA",4,2015,0.2282,1220,129180
"mth","GA",4,2016,0.2493,1230,132850
"mth","GA",4,2017,0.2317,1230,136480
"mth","GA",4,2018,0.2417,1230,136090
"mth","GA",4,2019,0.2306,1230,132710
"mth","GA",5,2009,0.2057,1210,125680
"mth","GA",5,2010,0.2185,1220,127130
"mth","GA",5,2011,0.2293,1240,129820
"mth","GA",5,2012,0.2437,1240,130130
"mth","GA",5,2013,0.2259,1230,128130
"mth","GA",5,2014,0.2349,1220,127700
"mth","GA",5,2015,0.2321,1220,128480
"mth","GA",5,2016,0.2495,1220,130630
"mth","GA",5,2017,0.2364,1220,133900
"mth","GA",5,2018,0.2279,1220,137040
"mth","GA",5,2019,0.2279,1220,136110
"mth","GA",6,2009,0.1838,540,120560
"mth","GA",6,2010,0.1715,540,124410
"mth","GA",6,2011,0.1934,540,125700
"mth","GA",6,2012,0.1953,560,128200
"mth","GA",6,2013,0.1997,550,128940
"mth","GA",6,2014,0.2125,550,127880
"mth","GA",6,2015,0.2163,550,126620
"mth","GA",6,2016,0.2239,550,128910
"mth","GA",6,2017,0.2294,550,129940
"mth","GA",6,2018,0.2326,560,132790
"mth","GA",6,2019,0.2295,550,136040
"mth","GA",7,2009,0.1923,500,120540
"mth","GA",7,2010,0.2259,520,120520
"mth","GA",7,2011,0.2131,520,124040
"mth","GA",7,2012,0.1967,520,125180
"mth","GA",7,2013,0.2119,520,127980
"mth","GA",7,2014,0.2192,520,129730
"mth","GA",7,2015,0.2043,530,127300
"mth","GA",7,2016,0.22,540,127910
"mth","GA",7,2017,0.2133,540,129510
"mth","GA",7,2018,0.2296,540,130370
"mth","GA",7,2019,0.2181,540,132500
"mth","GA",8,2009,0.2036,500,120660
"mth","GA",8,2010,0.2055,510,121160
"mth","GA",8,2011,0.2261,520,121370
"mth","GA",8,2012,0.2425,520,124680
"mth","GA",8,2013,0.2317,520,125980
"mth","GA",8,2014,0.2237,520,129220
"mth","GA",8,2015,0.2295,520,129360
"mth","GA",8,2016,0.2521,530,127400
"mth","GA",8,2017,0.2479,520,125080
"mth","GA",8,2018,0.2432,520,126380
"mth","GA",8,2019,0.241,540,128440
"mth","HI",3,2009,0.1263,180,13740
"mth","HI",3,2010,0.1403,180,13260
"mth","HI",3,2011,0.155,180,14080
"mth","HI",3,2012,0.1533,180,14390
"mth","HI",3,2013,0.1415,180,14210
"mth","HI",3,2014,0.1744,180,14650
"mth","HI",3,2015,0.1843,170,14180
"mth","HI",3,2016,0.185,180,15090
"mth","HI",3,2017,0.2027,180,14740
"mth","HI",3,2018,0.1884,180,11360
"mth","HI",3,2019,0.1894,190,14410
"mth","HI",4,2009,0.1196,180,13300
"mth","HI",4,2010,0.139,180,13810
"mth","HI",4,2011,0.1286,180,13180
"mth","HI",4,2012,0.143,180,14100
"mth","HI",4,2013,0.1346,180,14150
"mth","HI",4,2014,0.1649,180,14200
"mth","HI",4,2015,0.1708,170,13830
