"subject","stateabb","grade","year","icc","nschools","nstudents"
"rla","MS",8,2010,0.1152,280,36090
"rla","MS",8,2011,0.1303,280,35560
"rla","MS",8,2012,0.1096,280,35980
"rla","MS",8,2013,0.1195,270,35310
"rla","MS",8,2014,0.0943,200,26280
"rla","MS",8,2015,0.1525,210,27160
"rla","MS",8,2016,0.1294,170,22910
"rla","MS",8,2017,0.1349,260,33920
"rla","MS",8,2018,0.1258,260,35050
"rla","MS",8,2019,0.1354,270,34290
"rla","MT",3,2009,0.113,180,9100
"rla","MT",3,2010,0.119,180,9270
"rla","MT",3,2011,0.1331,170,9200
"rla","MT",3,2012,0.1303,180,9530
"rla","MT",3,2013,0.1722,170,9420
"rla","MT",3,2016,0.1641,180,10240
"rla","MT",3,2018,0.1768,160,8840
"rla","MT",3,2019,0.1498,160,9400
"rla","MT",4,2009,0.1327,180,9360
"rla","MT",4,2010,0.1343,180,9030
"rla","MT",4,2011,0.1363,170,9270
"rla","MT",4,2012,0.1267,170,9230
"rla","MT",4,2013,0.1392,160,9150
"rla","MT",4,2016,0.1811,180,10230
"rla","MT",4,2018,0.1768,160,9260
"rla","MT",4,2019,0.1524,170,10020
"rla","MT",5,2009,0.1399,180,9280
"rla","MT",5,2010,0.1229,170,9340
"rla","MT",5,2011,0.1269,180,9170
"rla","MT",5,2012,0.1463,170,9440
"rla","MT",5,2013,0.1572,170,9340
"rla","MT",5,2016,0.1713,170,9700
"rla","MT",5,2018,0.142,160,9150
"rla","MT",5,2019,0.1671,180,10590
"rla","MT",6,2009,0.1329,140,9260
"rla","MT",6,2010,0.1447,150,9340
"rla","MT",6,2011,0.1178,150,9420
"rla","MT",6,2012,0.1295,150,9200
"rla","MT",6,2013,0.1368,140,9320
"rla","MT",6,2016,0.2179,150,9910
"rla","MT",6,2017,0.1491,140,9530
"rla","MT",6,2018,0.1611,130,10250
"rla","MT",6,2019,0.1207,130,10070
"rla","MT",7,2009,0.105,110,9700
"rla","MT",7,2010,0.138,110,9340
"rla","MT",7,2011,0.1761,110,9490
"rla","MT",7,2012,0.1474,110,9570
"rla","MT",7,2013,0.1176,110,9250
"rla","MT",7,2016,0.1865,110,9620
"rla","MT",7,2017,0.1392,100,9300
"rla","MT",7,2018,0.1692,110,9700
"rla","MT",7,2019,0.1369,100,10040
"rla","MT",8,2009,0.1695,110,9660
"rla","MT",8,2010,0.1433,110,9600
"rla","MT",8,2011,0.1721,110,9420
"rla","MT",8,2012,0.1903,110,9500
"rla","MT",8,2013,0.1432,110,9400
"rla","MT",8,2016,0.1808,110,9630
"rla","MT",8,2017,0.0918,90,8150
"rla","MT",8,2018,0.1305,110,9330
"rla","MT",8,2019,0.1224,100,8720
"rla","NC",3,2009,0.145,1330,114720
"rla","NC",3,2010,0.1481,1350,118770
"rla","NC",3,2011,0.1401,1360,117790
"rla","NC",3,2012,0.1466,1360,116070
"rla","NC",3,2013,0.1436,1350,106110
"rla","NC",3,2014,0.1506,1360,113970
"rla","NC",3,2015,0.1609,1380,116350
"rla","NC",3,2016,0.1549,1400,119620
"rla","NC",3,2017,0.1502,1400,119910
"rla","NC",3,2018,0.146,1430,120530
"rla","NC",3,2019,0.1473,1420,116480
"rla","NC",4,2009,0.1532,1320,111000
"rla","NC",4,2010,0.1515,1340,115810
"rla","NC",4,2011,0.1487,1350,118580
"rla","NC",4,2012,0.1556,1350,115300
"rla","NC",4,2013,0.1504,1360,114710
"rla","NC",4,2014,0.1599,1350,105490
"rla","NC",4,2015,0.1505,1380,113550
"rla","NC",4,2016,0.1553,1400,116980
"rla","NC",4,2017,0.1519,1400,119660
"rla","NC",4,2018,0.1478,1420,122130
"rla","NC",4,2019,0.144,1420,120830
"rla","NC",5,2009,0.1565,1300,108730
"rla","NC",5,2010,0.1544,1330,114010
"rla","NC",5,2011,0.1493,1330,117160
"rla","NC",5,2012,0.1541,1320,117680
"rla","NC",5,2013,0.1502,1310,114120
"rla","NC",5,2014,0.1619,1330,114730
"rla","NC",5,2015,0.1748,1350,106620
"rla","NC",5,2016,0.1571,1360,113810
"rla","NC",5,2017,0.1638,1370,117020
"rla","NC",5,2018,0.1513,1400,122210
"rla","NC",5,2019,0.1505,1400,122440
"rla","NC",6,2009,0.1474,620,106500
"rla","NC",6,2010,0.147,630,111140
"rla","NC",6,2011,0.1551,650,114530
"rla","NC",6,2012,0.1495,650,115920
"rla","NC",6,2013,0.149,650,116700
"rla","NC",6,2014,0.16,660,114410
"rla","NC",6,2015,0.1732,680,114310
"rla","NC",6,2016,0.1548,680,105920
"rla","NC",6,2017,0.1481,700,113300
"rla","NC",6,2018,0.1573,710,118330
"rla","NC",6,2019,0.1514,730,122350
"rla","NC",7,2009,0.1457,580,104830
"rla","NC",7,2010,0.1595,600,109220
"rla","NC",7,2011,0.1486,600,112180
"rla","NC",7,2012,0.1617,610,113500
"rla","NC",7,2013,0.1462,610,115010
"rla","NC",7,2014,0.1557,620,116170
"rla","NC",7,2015,0.1683,630,113830
"rla","NC",7,2016,0.1603,650,114310
"rla","NC",7,2017,0.1558,640,104890
"rla","NC",7,2018,0.1534,680,115560
"rla","NC",7,2019,0.1627,690,118670
"rla","NC",8,2009,0.1753,590,105790
"rla","NC",8,2010,0.1676,600,107640
"rla","NC",8,2011,0.1677,600,109800
"rla","NC",8,2012,0.1647,600,111320
"rla","NC",8,2013,0.1543,610,112450
"rla","NC",8,2014,0.1505,620,114630
"rla","NC",8,2015,0.1618,630,115840
"rla","NC",8,2016,0.165,640,113270
"rla","NC",8,2017,0.1452,640,113210
"rla","NC",8,2018,0.1659,660,107940
"rla","NC",8,2019,0.1507,680,115320
"rla","ND",3,2009,0.1055,120,5240
"rla","ND",3,2010,0.1139,120,5510
"rla","ND",3,2011,0.0977,130,5760
"rla","ND",3,2012,0.1755,130,6140
"rla","ND",3,2013,0.1017,130,6430
"rla","ND",3,2014,0.0882,130,6110
"rla","ND",3,2016,0.1536,140,7240
"rla","ND",3,2017,0.1074,130,6400
"rla","ND",3,2018,0.0946,140,7290
"rla","ND",3,2019,0.0895,140,7180
"rla","ND",4,2009,0.0689,120,5460
"rla","ND",4,2010,0.0802,120,5290
"rla","ND",4,2011,0.1055,120,5670
"rla","ND",4,2012,0.146,140,5960
"rla","ND",4,2013,0.1336,130,6040
"rla","ND",4,2014,0.1036,130,6260
"rla","ND",4,2016,0.1669,130,6660
"rla","ND",4,2017,0.1053,130,6500
"rla","ND",4,2018,0.0846,140,7220
"rla","ND",4,2019,0.0793,140,7460
"rla","ND",5,2009,0.1358,130,5770
"rla","ND",5,2010,0.0811,130,5750
"rla","ND",5,2011,0.0983,120,5480
"rla","ND",5,2012,0.1187,120,5790
"rla","ND",5,2013,0.0839,130,6060
"rla","ND",5,2014,0.1082,120,6040
"rla","ND",5,2016,0.1685,140,6710
"rla","ND",5,2017,0.1566,120,6480
"rla","ND",5,2018,0.0947,130,7160
"rla","ND",5,2019,0.0923,140,7380
"rla","ND",6,2009,0.1563,90,5690
"rla","ND",6,2010,0.1777,90,5950
"rla","ND",6,2011,0.167,100,6070
"rla","ND",6,2012,0.1478,90,5760
"rla","ND",6,2013,0.1136,90,6080
"rla","ND",6,2014,0.0865,70,5840
"rla","ND",6,2016,0.0935,80,6630
"rla","ND",6,2017,0.2514,80,6430
"rla","ND",6,2018,0.1147,70,7060
"rla","ND",6,2019,0.1328,80,7750
"rla","ND",7,2009,0.1592,80,6230
"rla","ND",7,2010,0.1479,80,6220
"rla","ND",7,2011,0.1836,80,6300
"rla","ND",7,2012,0.1588,80,6450
"rla","ND",7,2013,0.103,80,6120
"rla","ND",7,2014,0.073,70,6160
"rla","ND",7,2016,0.2007,80,6700
"rla","ND",7,2017,0.1749,70,5660
"rla","ND",7,2018,0.1293,80,7130
"rla","ND",7,2019,0.0768,80,6820
"rla","ND",8,2009,0.1477,80,6340
"rla","ND",8,2010,0.1056,80,6320
"rla","ND",8,2011,0.1065,80,6250
"rla","ND",8,2012,0.14,80,6410
"rla","ND",8,2013,0.1028,80,6480
"rla","ND",8,2014,0.0589,70,5510
"rla","ND",8,2016,0.1943,70,5890
"rla","ND",8,2017,0.2081,70,6300
"rla","ND",8,2018,0.1101,80,6820
"rla","ND",8,2019,0.1333,80,6600
"rla","NE",3,2010,0.1892,390,20140
"rla","NE",3,2011,0.1994,380,20390
"rla","NE",3,2012,0.1632,380,20700
"rla","NE",3,2013,0.1724,380,21220
"rla","NE",3,2014,0.1766,390,21100
"rla","NE",3,2015,0.209,390,21310
"rla","NE",3,2016,0.2092,380,20040
"rla","NE",3,2017,0.1868,380,21980
"rla","NE",3,2018,0.1676,400,22850
"rla","NE",3,2019,0.192,400,22350
"rla","NE",4,2010,0.1721,390,19820
"rla","NE",4,2011,0.1956,390,20270
"rla","NE",4,2012,0.1915,390,20690
"rla","NE",4,2013,0.1801,390,20930
"rla","NE",4,2014,0.184,380,20860
"rla","NE",4,2015,0.1939,380,21000
"rla","NE",4,2016,0.1994,400,21710
"rla","NE",4,2017,0.1786,380,20260
"rla","NE",4,2018,0.1746,400,22810
"rla","NE",4,2019,0.1913,400,22850
"rla","NE",5,2010,0.1667,380,19200
"rla","NE",5,2011,0.1765,380,19970
"rla","NE",5,2012,0.1723,390,20500
"rla","NE",5,2013,0.1789,370,20460
"rla","NE",5,2014,0.1763,380,20960
"rla","NE",5,2015,0.1924,380,21570
"rla","NE",5,2016,0.1692,380,21500
"rla","NE",5,2017,0.1675,380,21620
"rla","NE",5,2018,0.1479,370,21040
"rla","NE",5,2019,0.174,380,22880
"rla","NE",6,2010,0.125,270,19150
"rla","NE",6,2011,0.1222,280,19620
"rla","NE",6,2012,0.1449,280,20300
"rla","NE",6,2013,0.154,280,20600
"rla","NE",6,2014,0.1438,270,20750
"rla","NE",6,2015,0.1374,270,21180
"rla","NE",6,2016,0.143,280,21750
"rla","NE",6,2017,0.134,270,21610
"rla","NE",6,2018,0.13,270,22530
"rla","NE",6,2019,0.1146,250,21330
"rla","NE",7,2010,0.1236,190,19240
"rla","NE",7,2011,0.1123,190,19580
"rla","NE",7,2012,0.1281,200,20060
"rla","NE",7,2013,0.1303,200,20700
"rla","NE",7,2014,0.1207,200,20850
"rla","NE",7,2015,0.1185,190,21310
"rla","NE",7,2016,0.1199,190,21620
"rla","NE",7,2017,0.1105,190,21740
"rla","NE",7,2018,0.104,200,22210
"rla","NE",7,2019,0.0985,200,22620
"rla","NE",8,2010,0.1091,190,19480
"rla","NE",8,2011,0.1251,190,19440
"rla","NE",8,2012,0.131,200,19850
"rla","NE",8,2013,0.1358,200,20140
"rla","NE",8,2014,0.122,190,20580
"rla","NE",8,2015,0.1241,190,21000
"rla","NE",8,2016,0.1248,190,21070
"rla","NE",8,2017,0.125,190,21530
"rla","NE",8,2018,0.0983,200,22490
"rla","NE",8,2019,0.0989,200,22320
"rla","NH",3,2009,0.0928,210,13760
"rla","NH",3,2010,0.0962,210,13560
"rla","NH",3,2011,0.1104,210,13360
"rla","NH",3,2012,0.0948,210,13180
"rla","NH",3,2013,0.1068,200,13020
"rla","NH",3,2014,0.1154,200,12630
"rla","NH",3,2015,0.1214,180,11390
"rla","NH",3,2016,0.164,180,10960
"rla","NH",3,2017,0.1484,180,11150
"rla","NH",3,2018,0.1493,180,11270
"rla","NH",3,2019,0.1248,170,10020
"rla","NH",4,2009,0.0942,210,13930
"rla","NH",4,2010,0.1015,210,13810
"rla","NH",4,2011,0.1019,210,13590
"rla","NH",4,2012,0.1263,210,13470
"rla","NH",4,2013,0.121,210,13100
"rla","NH",4,2014,0.1165,200,13110
"rla","NH",4,2015,0.1397,180,11460
"rla","NH",4,2016,0.1609,180,11470
"rla","NH",4,2017,0.1508,180,11290
"rla","NH",4,2018,0.1495,180,11620
"rla","NH",4,2019,0.1421,170,10410
"rla","NH",5,2009,0.1061,200,14380
"rla","NH",5,2010,0.1248,200,14090
"rla","NH",5,2011,0.1218,200,13920
"rla","NH",5,2012,0.1326,200,13660
"rla","NH",5,2013,0.1558,200,13570
"rla","NH",5,2014,0.1416,190,13240
"rla","NH",5,2015,0.1328,170,11970
"rla","NH",5,2016,0.1504,170,11650
"rla","NH",5,2017,0.1282,170,11560
"rla","NH",5,2018,0.1437,180,11940
"rla","NH",5,2019,0.1386,170,11150
"rla","NH",6,2009,0.1164,130,14720
"rla","NH",6,2010,0.1293,130,14560
"rla","NH",6,2011,0.1109,130,14260
"rla","NH",6,2012,0.1362,140,14130
"rla","NH",6,2013,0.1181,130,13790
"rla","NH",6,2014,0.1313,130,13740
"rla","NH",6,2015,0.141,120,11740
"rla","NH",6,2016,0.1207,120,11800
"rla","NH",6,2017,0.1157,110,10080
"rla","NH",6,2018,0.1157,120,11240
"rla","NH",6,2019,0.1113,120,11490
"rla","NH",7,2009,0.1559,120,15200
"rla","NH",7,2010,0.1254,120,15000
"rla","NH",7,2011,0.1246,120,14820
"rla","NH",7,2012,0.1292,120,14540
"rla","NH",7,2013,0.1345,120,14340
"rla","NH",7,2014,0.118,120,14020
"rla","NH",7,2015,0.1221,100,11050
"rla","NH",7,2016,0.1178,100,10960
"rla","NH",7,2017,0.117,100,10720
"rla","NH",7,2018,0.1147,100,10620
"rla","NH",7,2019,0.1145,100,11160
"rla","NH",8,2009,0.1688,120,15470
"rla","NH",8,2010,0.1541,120,15200
"rla","NH",8,2011,0.1364,120,14990
"rla","NH",8,2012,0.1306,120,14750
"rla","NH",8,2013,0.1289,120,14340
"rla","NH",8,2014,0.1407,120,14220
"rla","NH",8,2015,0.1114,90,10160
"rla","NH",8,2016,0.1414,100,10340
"rla","NH",8,2017,0.0829,90,9080
"rla","NH",8,2018,0.133,100,10310
"rla","NH",8,2019,0.0828,90,8830
"rla","NJ",3,2009,0.2316,1340,101650
"rla","NJ",3,2010,0.2306,1340,102010
"rla","NJ",3,2011,0.2385,1330,100670
"rla","NJ",3,2012,0.2449,1330,101890
"rla","NJ",3,2013,0.2475,1330,101710
"rla","NJ",3,2014,0.2781,1310,99210
"rla","NJ",3,2015,0.2714,760,57870
"rla","NJ",3,2016,0.2648,1040,80290
"rla","NJ",3,2017,0.2564,1150,89640
"rla","NJ",3,2018,0.2555,1160,89370
"rla","NJ",3,2019,0.2508,1210,91030
"rla","NJ",4,2009,0.2417,1310,102210
"rla","NJ",4,2010,0.2478,1320,102390
"rla","NJ",4,2011,0.267,1290,102260
"rla","NJ",4,2012,0.2398,1300,100970
"rla","NJ",4,2013,0.272,1280,101550
"rla","NJ",4,2014,0.2854,1270,100560
"rla","NJ",4,2016,0.2749,920,71370
"rla","NJ",4,2017,0.2831,1080,87140
"rla","NJ",4,2018,0.2673,1150,92120
"rla","NJ",4,2019,0.2426,1160,93470
"rla","NJ",5,2009,0.2863,1200,102130
"rla","NJ",5,2010,0.2555,1210,103020
"rla","NJ",5,2011,0.2934,1210,102800
"rla","NJ",5,2012,0.2712,1210,102360
"rla","NJ",5,2013,0.2769,1190,100920
"rla","NJ",5,2014,0.3053,1180,100820
"rla","NJ",5,2016,0.3076,830,68260
"rla","NJ",5,2017,0.2767,970,82120
"rla","NJ",5,2018,0.2854,1030,90160
"rla","NJ",5,2019,0.2584,1080,94790
"rla","NJ",6,2009,0.2789,820,102510
"rla","NJ",6,2010,0.2863,820,102680
"rla","NJ",6,2011,0.2537,820,103620
"rla","NJ",6,2012,0.3002,820,103160
"rla","NJ",6,2013,0.2883,810,102650
"rla","NJ",6,2014,0.284,800,100440
"rla","NJ",6,2016,0.2974,550,63250
"rla","NJ",6,2017,0.2802,660,82300
"rla","NJ",6,2018,0.2808,690,86510
"rla","NJ",6,2019,0.281,730,93370
"rla","NJ",7,2009,0.3109,690,103360
"rla","NJ",7,2010,0.2976,700,103580
"rla","NJ",7,2011,0.3039,690,103780
"rla","NJ",7,2012,0.3161,700,104040
"rla","NJ",7,2013,0.3199,700,103320
"rla","NJ",7,2014,0.3167,700,102900
"rla","NJ",7,2016,0.2995,440,56260
"rla","NJ",7,2017,0.2933,570,80490
"rla","NJ",7,2018,0.28,590,84160
"rla","NJ",7,2019,0.2665,630,91780
"rla","NJ",8,2009,0.3121,680,104690
"rla","NJ",8,2010,0.3018,690,103380
"rla","NJ",8,2011,0.3039,680,103600
"rla","NJ",8,2012,0.2887,690,103830
"rla","NJ",8,2013,0.2924,680,103600
"rla","NJ",8,2014,0.2874,680,102980
"rla","NJ",8,2017,0.2623,550,82020
"rla","NJ",8,2018,0.2629,590,85940
"rla","NJ",8,2019,0.2617,600,87820
"rla","NM",3,2009,0.164,380,25160
"rla","NM",3,2010,0.1479,380,25330
"rla","NM",3,2011,0.1742,400,25770
"rla","NM",3,2012,0.141,390,25300
"rla","NM",3,2013,0.1406,370,24620
"rla","NM",3,2014,0.1609,370,24380
"rla","NM",3,2015,0.1579,360,23240
"rla","NM",3,2016,0.1574,340,22600
"rla","NM",3,2017,0.1265,370,24630
"rla","NM",4,2009,0.1678,380,25070
"rla","NM",4,2010,0.1334,380,25190
"rla","NM",4,2011,0.1428,380,25560
"rla","NM",4,2012,0.1473,390,25340
"rla","NM",4,2013,0.164,360,23910
"rla","NM",4,2014,0.1457,370,24120
"rla","NM",4,2015,0.1663,360,23090
"rla","NM",4,2016,0.1681,340,21840
"rla","NM",4,2017,0.1535,380,24610
"rla","NM",5,2009,0.1691,380,24320
"rla","NM",5,2010,0.1541,380,25180
"rla","NM",5,2011,0.1575,390,25320
"rla","NM",5,2012,0.1507,390,25380
"rla","NM",5,2013,0.1511,370,24350
"rla","NM",5,2014,0.1631,360,23830
"rla","NM",5,2015,0.1704,350,22500
"rla","NM",5,2016,0.1474,330,21350
"rla","NM",5,2017,0.1508,370,23920
"rla","NM",6,2009,0.1397,240,23680
"rla","NM",6,2010,0.1379,250,24040
"rla","NM",6,2011,0.1736,250,24770
"rla","NM",6,2012,0.1568,240,24620
"rla","NM",6,2013,0.1286,230,24200
"rla","NM",6,2014,0.1572,220,24070
"rla","NM",6,2015,0.1767,200,22090
"rla","NM",6,2016,0.2024,210,21570
"rla","NM",6,2017,0.1836,230,23780
"rla","NM",7,2009,0.1534,160,23470
"rla","NM",7,2010,0.1503,160,23940
"rla","NM",7,2011,0.1665,170,24220
"rla","NM",7,2012,0.154,180,24660
"rla","NM",7,2013,0.157,170,23960
"rla","NM",7,2014,0.1381,180,24500
"rla","NM",7,2015,0.2056,170,22360
"rla","NM",7,2016,0.1902,160,20990
"rla","NM",7,2017,0.1625,180,23280
"rla","NM",8,2009,0.1708,160,23660
"rla","NM",8,2010,0.166,170,23530
"rla","NM",8,2011,0.1418,170,23840
"rla","NM",8,2012,0.1375,170,23760
"rla","NM",8,2013,0.1315,160,23990
"rla","NM",8,2014,0.1558,170,23450
"rla","NM",8,2015,0.239,160,21490
"rla","NM",8,2016,0.2382,150,20640
"rla","NM",8,2017,0.1601,170,23250
"rla","NV",3,2009,0.1187,330,33630
"rla","NV",3,2010,0.1182,330,33570
"rla","NV",3,2011,0.1449,340,33410
"rla","NV",3,2012,0.1377,340,33080
"rla","NV",3,2013,0.1422,340,33280
"rla","NV",3,2014,0.1424,320,32200
"rla","NV",3,2016,0.174,340,36400
"rla","NV",3,2017,0.1655,340,37170
"rla","NV",3,2018,0.1666,370,36240
"rla","NV",3,2019,0.1578,370,35260
"rla","NV",4,2009,0.1165,330,33510
"rla","NV",4,2010,0.1199,340,33440
"rla","NV",4,2011,0.1334,330,33650
"rla","NV",4,2012,0.1308,340,33290
"rla","NV",4,2013,0.1364,340,33040
"rla","NV",4,2016,0.1746,340,34900
"rla","NV",4,2017,0.1627,340,37210
"rla","NV",4,2018,0.1635,370,37800
"rla","NV",4,2019,0.1579,360,35570
"rla","NV",5,2009,0.1286,320,33170
"rla","NV",5,2010,0.1278,330,33350
"rla","NV",5,2011,0.1368,330,33410
"rla","NV",5,2012,0.1413,330,33680
"rla","NV",5,2013,0.1434,330,33230
"rla","NV",5,2016,0.1607,330,34500
"rla","NV",5,2017,0.1631,340,36400
"rla","NV",5,2018,0.1769,360,38290
"rla","NV",5,2019,0.1584,360,37090
"rla","NV",6,2009,0.1472,160,32830
"rla","NV",6,2010,0.1763,170,33260
"rla","NV",6,2011,0.1445,160,33630
"rla","NV",6,2012,0.1444,170,33380
"rla","NV",6,2013,0.1637,160,33870
"rla","NV",6,2016,0.1799,160,33610
"rla","NV",6,2017,0.1635,160,34960
"rla","NV",6,2018,0.1884,190,37120
"rla","NV",6,2019,0.1772,190,38300
"rla","NV",7,2009,0.2059,110,33170
"rla","NV",7,2010,0.1777,120,32760
"rla","NV",7,2011,0.1387,120,33310
"rla","NV",7,2012,0.1577,120,33750
"rla","NV",7,2013,0.1447,120,33660
"rla","NV",7,2016,0.134,110,32890
"rla","NV",7,2017,0.1268,120,33860
"rla","NV",7,2018,0.14,140,36140
"rla","NV",7,2019,0.1448,140,36440
"rla","NV",8,2009,0.1796,120,33620
"rla","NV",8,2010,0.2139,120,32670
"rla","NV",8,2011,0.1575,120,32590
"rla","NV",8,2012,0.1819,120,33190
"rla","NV",8,2013,0.1482,120,33540
"rla","NV",8,2016,0.1213,110,31680
"rla","NV",8,2017,0.1282,110,33660
"rla","NV",8,2018,0.1367,130,34830
"rla","NV",8,2019,0.1401,140,35800
"rla","NY",3,2009,0.1849,2330,196280
"rla","NY",3,2010,0.1726,2330,195140
"rla","NY",3,2011,0.1911,2320,194570
"rla","NY",3,2012,0.2259,2340,195810
"rla","NY",3,2013,0.2133,2190,183070
"rla","NY",3,2014,0.232,1760,144320
"rla","NY",4,2009,0.194,2280,194010
"rla","NY",4,2010,0.2154,2290,198070
"rla","NY",4,2011,0.1904,2280,195280
"rla","NY",4,2012,0.2199,2290,192340
"rla","NY",4,2013,0.2053,2140,182490
"rla","NY",4,2014,0.2324,1750,145300
"rla","NY",5,2009,0.1938,2240,195610
"rla","NY",5,2010,0.1903,2230,195420
"rla","NY",5,2011,0.1934,2230,197580
"rla","NY",5,2012,0.2214,2240,193940
"rla","NY",5,2013,0.2089,2070,180010
"rla","NY",5,2014,0.227,1690,143420
"rla","NY",6,2009,0.2203,1520,195580
"rla","NY",6,2010,0.25,1540,196600
"rla","NY",6,2011,0.2328,1550,195610
"rla","NY",6,2012,0.2334,1560,196900
"rla","NY",6,2013,0.2246,1420,178800
"rla","NY",6,2014,0.2259,1150,134550
"rla","NY",7,2009,0.2465,1290,200330
"rla","NY",7,2010,0.2427,1300,198160
"rla","NY",7,2011,0.233,1320,197850
"rla","NY",7,2012,0.2342,1340,195180
"rla","NY",7,2013,0.2145,1240,182920
"rla","NY",7,2014,0.231,1020,133450
"rla","NY",8,2009,0.2351,1280,204610
"rla","NY",8,2010,0.2619,1280,201770
"rla","NY",8,2011,0.2271,1300,198180
"rla","NY",8,2012,0.2366,1310,194920
"rla","NY",8,2013,0.21,1170,173710
"rla","OH",3,2009,0.2066,1790,124140
"rla","OH",3,2010,0.2194,1770,123620
"rla","OH",3,2011,0.2113,1770,131370
"rla","OH",3,2012,0.2112,1730,127940
"rla","OH",3,2013,0.2224,1690,127450
"rla","OH",3,2015,0.2607,1660,128710
"rla","OH",3,2016,0.2997,1670,130770
"rla","OH",3,2017,0.2713,1650,131260
"rla","OH",3,2018,0.2836,1660,134370
"rla","OH",3,2019,0.2772,1630,125450
"rla","OH",4,2009,0.2155,1770,122810
"rla","OH",4,2010,0.1991,1740,124150
"rla","OH",4,2011,0.2097,1740,131280
"rla","OH",4,2012,0.2141,1710,128590
"rla","OH",4,2013,0.2306,1670,127570
"rla","OH",4,2015,0.2742,1510,111300
"rla","OH",4,2016,0.2668,1600,124510
"rla","OH",4,2017,0.2701,1600,127000
"rla","OH",4,2018,0.2546,1590,126950
"rla","OH",4,2019,0.2617,1590,125890
"rla","OH",5,2009,0.232,1640,123560
"rla","OH",5,2010,0.2135,1620,123470
"rla","OH",5,2011,0.2013,1620,132000
"rla","OH",5,2012,0.234,1580,131300
"rla","OH",5,2013,0.2371,1520,128330
"rla","OH",5,2015,0.286,1390,113460
"rla","OH",5,2016,0.2612,1470,122070
"rla","OH",5,2017,0.286,1470,126330
"rla","OH",5,2018,0.2788,1490,128940
"rla","OH",5,2019,0.2405,1460,127930
"rla","OH",6,2009,0.2448,1200,123100
"rla","OH",6,2010,0.223,1180,124080
"rla","OH",6,2011,0.2294,1190,131350
"rla","OH",6,2012,0.2406,1200,132400
"rla","OH",6,2013,0.2474,1200,131790
"rla","OH",6,2015,0.2916,1090,114510
"rla","OH",6,2016,0.2834,1150,125180
"rla","OH",6,2017,0.2665,1120,123050
"rla","OH",6,2018,0.287,1140,127260
"rla","OH",6,2019,0.2725,1140,129610
"rla","OH",7,2009,0.2446,960,124540
"rla","OH",7,2010,0.2238,960,123740
"rla","OH",7,2011,0.2154,970,132290
"rla","OH",7,2012,0.2448,1000,132040
"rla","OH",7,2013,0.2339,1010,133110
"rla","OH",7,2015,0.296,910,114010
"rla","OH",7,2016,0.2632,980,125180
"rla","OH",7,2017,0.2742,960,125620
"rla","OH",7,2018,0.2626,960,123900
"rla","OH",7,2019,0.2677,970,127740
"rla","OH",8,2009,0.2177,950,127200
"rla","OH",8,2010,0.2059,940,123860
"rla","OH",8,2011,0.2208,970,130560
"rla","OH",8,2012,0.2331,990,131870
"rla","OH",8,2013,0.2223,990,131440
"rla","OH",8,2015,0.2772,900,114450
"rla","OH",8,2016,0.2287,960,125750
"rla","OH",8,2017,0.2425,930,124010
"rla","OH",8,2018,0.2517,950,126330
"rla","OH",8,2019,0.2359,940,123740
"rla","OK",3,2009,0.1239,720,45810
"rla","OK",3,2010,0.1306,720,46130
"rla","OK",3,2011,0.1279,710,46370
"rla","OK",3,2012,0.1456,710,44300
"rla","OK",3,2013,0.1632,710,46890
"rla","OK",3,2014,0.1858,720,47640
"rla","OK",3,2015,0.1823,720,49710
"rla","OK",3,2016,0.1874,720,51520
"rla","OK",3,2017,0.2064,710,51050
"rla","OK",3,2018,0.2108,720,51170
"rla","OK",3,2019,0.2218,710,49600
"rla","OK",4,2009,0.1208,710,44840
"rla","OK",4,2010,0.1179,720,45890
"rla","OK",4,2011,0.1356,720,46180
"rla","OK",4,2012,0.1452,680,43170
"rla","OK",4,2013,0.1498,700,46560
"rla","OK",4,2014,0.1669,710,47250
"rla","OK",4,2015,0.1493,690,44670
"rla","OK",4,2016,0.2023,700,48100
"rla","OK",4,2017,0.1748,700,49770
"rla","OK",4,2018,0.1961,710,50070
"rla","OK",4,2019,0.1973,710,50360
"rla","OK",5,2009,0.1148,700,44790
"rla","OK",5,2010,0.1389,700,45130
"rla","OK",5,2011,0.1342,710,46180
"rla","OK",5,2012,0.1552,690,43380
"rla","OK",5,2013,0.1501,680,46010
"rla","OK",5,2014,0.1525,690,46810
"rla","OK",5,2015,0.1536,690,46790
"rla","OK",5,2016,0.1241,660,45060
"rla","OK",5,2017,0.1671,670,47260
"rla","OK",5,2018,0.1615,680,49510
"rla","OK",5,2019,0.1818,690,50390
"rla","OK",6,2009,0.1154,480,43140
"rla","OK",6,2010,0.1065,470,44740
"rla","OK",6,2011,0.1125,480,45360
"rla","OK",6,2012,0.1137,490,43150
"rla","OK",6,2013,0.131,440,40710
"rla","OK",6,2014,0.1587,510,45470
"rla","OK",6,2015,0.1439,510,45710
"rla","OK",6,2016,0.1673,530,46960
"rla","OK",6,2017,0.1167,500,44780
"rla","OK",6,2018,0.1432,510,47510
"rla","OK",6,2019,0.146,530,50270
"rla","OK",7,2009,0.1047,410,42220
"rla","OK",7,2010,0.1039,430,43240
"rla","OK",7,2011,0.1011,440,45010
"rla","OK",7,2012,0.106,420,42510
"rla","OK",7,2013,0.0865,380,40750
"rla","OK",7,2014,0.11,420,45890
"rla","OK",7,2015,0.0959,420,45300
"rla","OK",7,2016,0.0931,420,45700
